word,assigned_domain,similarity_score
ease,condition_functionality,0.47245318
luxury,condition_functionality,0.47240138
functional,condition_functionality,0.4723831
days,age_era,0.47238266
far,condition_functionality,0.472301
unfamiliar,evaluation,0.47209677
hotel,context_environment,0.47205567
purpose,condition_functionality,0.47193772
crime,context_environment,0.47190788
highschool,age_era,0.47181568
moderately,condition_functionality,0.47181535
than,condition_functionality,0.47155547
owned,condition_functionality,0.47147274
into,condition_functionality,0.47120067
understated,evaluation,0.47115022
helping,condition_functionality,0.47107673
says,evaluation,0.47091624
on,evaluation,0.47082984
put,evaluation,0.4707341
itself,evaluation,0.4706314
created,condition_functionality,0.47062144
the,evaluation,0.4704991
were,condition_functionality,0.47027972
enough,evaluation,0.47023863
design,evaluation,0.4702012
op,evaluation,0.4701478
barely,evaluation,0.47003382
renovation,context_environment,0.4700263
advertisement,evaluation,0.46997535
dumb,evaluation,0.46988645
sunlight,appearance_style,0.46982014
freshly,condition_functionality,0.4697601
sides,context_environment,0.4696949
sophisticated,evaluation,0.46968254
profit,condition_functionality,0.46963933
sharp,evaluation,0.46960872
thinks,evaluation,0.46944943
keep,condition_functionality,0.46944767
stopping,condition_functionality,0.4693963
both,condition_functionality,0.46903768
thing,condition_functionality,0.46902215
countryside,context_environment,0.4690211
window,context_environment,0.4688056
guess,evaluation,0.46875328
its,evaluation,0.46863362
music,context_environment,0.4684473
split,condition_functionality,0.4684143
vey,condition_functionality,0.46836156
military,condition_functionality,0.46806884
company,condition_functionality,0.46806875
order,condition_functionality,0.46804738
four,condition_functionality,0.46802968
gloomy,appearance_style,0.46787664
duck,condition_functionality,0.4678113
worth,condition_functionality,0.4675871
vines,context_environment,0.46755117
tail,condition_functionality,0.46737164
who,age_era,0.4673657
asian,appearance_style,0.46732372
mine,evaluation,0.4671698
wth,condition_functionality,0.4671155
blocky,evaluation,0.46709532
emblem,appearance_style,0.46697178
purchase,condition_functionality,0.46696985
condos,context_environment,0.46646035
wonder,evaluation,0.46629718
indicates,condition_functionality,0.4661258
comfortably,condition_functionality,0.46609977
disappointing,evaluation,0.46594784
those,evaluation,0.4656626
some,evaluation,0.4656076
amount,condition_functionality,0.4654319
mountainous,context_environment,0.465429
poorer,condition_functionality,0.46532297
match,appearance_style,0.46527573
workhorse,condition_functionality,0.4651966
vibes,evaluation,0.46519047
buy,condition_functionality,0.46499628
nineties,age_era,0.4649627
yelloworange,appearance_style,0.46484268
rim,context_environment,0.4648127
sizeable,condition_functionality,0.46479577
ai,condition_functionality,0.464654
negative,evaluation,0.46461293
me,evaluation,0.46452254
sports,context_environment,0.4639938
below,context_environment,0.46384612
serious,evaluation,0.4637956
instance,context_environment,0.4637912
move,condition_functionality,0.46374974
blanc,appearance_style,0.46371484
surface,context_environment,0.46370763
blurred,condition_functionality,0.46360075
dealership,context_environment,0.46345598
camera,context_environment,0.4633415
somehow,evaluation,0.46320963
uncovered,context_environment,0.4630308
seconds,condition_functionality,0.46294582
started,evaluation,0.4628755
end,evaluation,0.46262723
brightwork,condition_functionality,0.46254483
hill,context_environment,0.46235603
couch,context_environment,0.46223503
only,evaluation,0.46216124
anything,appearance_style,0.46198282
junky,evaluation,0.4619419
grocery,context_environment,0.46194038
suits,appearance_style,0.46179876
unreliable,condition_functionality,0.4617902
opening,evaluation,0.4617139
appreciate,evaluation,0.46167523
sign,condition_functionality,0.4616133
trips,context_environment,0.46160877
mobile,context_environment,0.46150306
headlights,context_environment,0.4614662
turns,condition_functionality,0.46139964
which,age_era,0.46129152
sprayed,condition_functionality,0.46091324
center,context_environment,0.4608204
middle,condition_functionality,0.4607218
backseat,context_environment,0.46031934
overly,evaluation,0.4603098
geo,context_environment,0.46006498
useless,condition_functionality,0.45996106
thought,evaluation,0.45979837
family,condition_functionality,0.45968306
distinct,evaluation,0.45967647
shark,condition_functionality,0.45959315
stealthy,evaluation,0.45954624
clunky,evaluation,0.45946985
stereo,context_environment,0.45946887
always,evaluation,0.45946658
shopping,context_environment,0.45936197
left,appearance_style,0.45913556
english,condition_functionality,0.45910275
diesel,condition_functionality,0.4590913
issues,evaluation,0.45900673
economy,condition_functionality,0.458921
empty,condition_functionality,0.45891476
showroom,context_environment,0.45881763
towards,context_environment,0.45880502
strict,condition_functionality,0.45843196
silvia,condition_functionality,0.45836145
turned,evaluation,0.45836088
ii,condition_functionality,0.457984
see,evaluation,0.45790035
stick,condition_functionality,0.45787892
first,condition_functionality,0.45780265
possible,condition_functionality,0.45769268
trip,context_environment,0.4575416
world,context_environment,0.4571982
thinking,appearance_style,0.45705423
gto,appearance_style,0.4569962
haul,condition_functionality,0.45690042
hyundai,context_environment,0.45658606
find,context_environment,0.45653573
at,condition_functionality,0.45636895
wise,evaluation,0.45620197
off,condition_functionality,0.45607066
but,condition_functionality,0.45588753
seating,context_environment,0.45563143
mini,appearance_style,0.45545626
mirrors,context_environment,0.45545474
sounds,evaluation,0.4551701
chinese,appearance_style,0.45506468
probable,condition_functionality,0.4550562
within,context_environment,0.45477676
trust,condition_functionality,0.45473164
olive,appearance_style,0.45463562
rims,context_environment,0.4545755
clearly,condition_functionality,0.45456487
appear,evaluation,0.45443076
waiting,condition_functionality,0.45438838
blown,condition_functionality,0.45433596
bump,evaluation,0.45429927
personality,evaluation,0.45428917
pics,evaluation,0.4542806
boxy,evaluation,0.45414692
country,context_environment,0.45410058
stout,condition_functionality,0.4540906
him,evaluation,0.45408294
british,appearance_style,0.45403725
aggrasive,condition_functionality,0.45403457
thee,condition_functionality,0.45403317
track,context_environment,0.4540155
we,evaluation,0.45397365
otherwise,evaluation,0.45364732
narrow,appearance_style,0.45357826
maintained,condition_functionality,0.45326003
owners,context_environment,0.45320475
lazy,condition_functionality,0.45297816
although,evaluation,0.45287508
his,condition_functionality,0.45286465
treed,context_environment,0.45284814
typical,evaluation,0.45277947
dam,condition_functionality,0.45277718
racecar,context_environment,0.45267683
could,condition_functionality,0.45255318
tints,appearance_style,0.45254582
along,condition_functionality,0.4525131
forward,condition_functionality,0.4522754
drives,context_environment,0.4521128
read,condition_functionality,0.45162866
bringing,condition_functionality,0.45156142
challenges,condition_functionality,0.4515453
significant,condition_functionality,0.4514655
over,age_era,0.4514642
common,evaluation,0.45140922
compact,condition_functionality,0.451405
boxed,appearance_style,0.4513667
charcoal,appearance_style,0.4513408
leaves,context_environment,0.45132443
grammatically,condition_functionality,0.45129043
sad,evaluation,0.45128223
poor,condition_functionality,0.45125616
idea,evaluation,0.45118916
notice,evaluation,0.4510095
fashion,evaluation,0.4509789
affordable,condition_functionality,0.45094424
few,evaluation,0.4509038
features,condition_functionality,0.45084658
abanded,condition_functionality,0.45082647
lot-class,context_environment,0.45077094
sensible,evaluation,0.45062706
choice,condition_functionality,0.45059037
been,condition_functionality,0.4505597
abnormally,evaluation,0.45030788
bills,condition_functionality,0.4503004
dominating,condition_functionality,0.45021284
illegal,evaluation,0.45008564
jerk,condition_functionality,0.4499938
noticeable,condition_functionality,0.4499608
am,condition_functionality,0.4499373
fin,condition_functionality,0.44993374
states,context_environment,0.44964007
refined,condition_functionality,0.44963625
powder,condition_functionality,0.44950753
voice,condition_functionality,0.4492214
chunky,condition_functionality,0.4491751
daily,age_era,0.4490562
hike,context_environment,0.4489766
laws,condition_functionality,0.44897005
tyre,context_environment,0.44891006
questions,condition_functionality,0.44874185
polar,appearance_style,0.4485296
pontiac,context_environment,0.4485219
recognize,condition_functionality,0.44836888
honda,context_environment,0.4483505
bue,condition_functionality,0.44833255
motel,context_environment,0.44832247
repairs,context_environment,0.44822282
if,condition_functionality,0.44820604
m,evaluation,0.44816458
dropped,condition_functionality,0.44813788
however,condition_functionality,0.44809932
spring,context_environment,0.44804323
vw,condition_functionality,0.44795248
iconic,condition_functionality,0.44789955
50s,age_era,0.44786477
library,context_environment,0.44781095
bmw,context_environment,0.44766957
ar,context_environment,0.44760036
free,condition_functionality,0.4474365
balance,condition_functionality,0.44735047
groceries,context_environment,0.44720486
entry,context_environment,0.4471166
passenger,context_environment,0.44704658
luxurious,condition_functionality,0.44702485
deformed,condition_functionality,0.4470144
kinda,evaluation,0.44695204
shining,appearance_style,0.4467342
floating,context_environment,0.44651836
break,condition_functionality,0.44651765
mix,appearance_style,0.44635898
attention,condition_functionality,0.44626245
beat-up,condition_functionality,0.4462343
catch,evaluation,0.44617724
mode,condition_functionality,0.44609404
russian,appearance_style,0.4458329
gang,condition_functionality,0.4457667
enjoys,evaluation,0.44565046
stumpy,evaluation,0.44563997
custom,appearance_style,0.44556177
classic,evaluation,0.44546652
wide,evaluation,0.4454385
frame,context_environment,0.44523558
tests,condition_functionality,0.4451838
imagine,evaluation,0.44509512
anyway,evaluation,0.44498745
dodge,context_environment,0.44488466
flared,appearance_style,0.44478595
lines,context_environment,0.44476455
mustang,condition_functionality,0.44454035
series,condition_functionality,0.44448453
stubby,condition_functionality,0.44445825
well-maintained,condition_functionality,0.44432914
combination,appearance_style,0.44415838
uneven,evaluation,0.4440052
console,appearance_style,0.44391122
littering,context_environment,0.44378728
blah,evaluation,0.4437235
got,evaluation,0.44364777
compacted,condition_functionality,0.4435517
2-door,context_environment,0.4434672
developed,age_era,0.44338992
sportive,condition_functionality,0.44333592
sizes,appearance_style,0.44328624
whenever,age_era,0.44324392
horse,condition_functionality,0.44321442
idk,evaluation,0.44310966
somewhat,evaluation,0.4430622
trending,age_era,0.44305485
summer,context_environment,0.4430023
no,evaluation,0.44287705
beginning,condition_functionality,0.44276688
rust,appearance_style,0.44274065
base,context_environment,0.44262922
does,evaluation,0.44258302
net,context_environment,0.44255397
producing,condition_functionality,0.4425139
mileage,condition_functionality,0.44251147
alongside,context_environment,0.4423324
covers,context_environment,0.4422062
next,evaluation,0.44198757
chevy,context_environment,0.44186333
anyplace,context_environment,0.441548
basic,condition_functionality,0.44144464
economical,condition_functionality,0.44138992
cheerful,appearance_style,0.44128633
brand,condition_functionality,0.4406834
stupid,evaluation,0.4405467
person,condition_functionality,0.44045874
point,evaluation,0.44033343
shes,evaluation,0.4402902
journey,condition_functionality,0.4402883
toyota,context_environment,0.44018286
market,condition_functionality,0.44005316
dependable,condition_functionality,0.44004372
dollar,condition_functionality,0.44002762
saving,condition_functionality,0.4398143
might,evaluation,0.43978953
minimum,condition_functionality,0.4396937
aero,appearance_style,0.43932188
they,evaluation,0.43919393
highest,condition_functionality,0.43897977
mid,age_era,0.438925
sticks,context_environment,0.43877655
bg,appearance_style,0.43875775
reunited,age_era,0.43869087
guardrail,context_environment,0.4385932
distance,context_environment,0.43859112
went,condition_functionality,0.43856415
resides,context_environment,0.43838796
drab,condition_functionality,0.43837512
generally,condition_functionality,0.4382764
stands,context_environment,0.43796006
anyone,evaluation,0.43787026
benz,condition_functionality,0.43769115
do,condition_functionality,0.4376639
sticking,condition_functionality,0.4376421
plus,evaluation,0.43733993
will,condition_functionality,0.4372942
currently,age_era,0.4372897
daddy,condition_functionality,0.43724462
coming,condition_functionality,0.43722942
robot,condition_functionality,0.43711558
priced,condition_functionality,0.43688363
passed,condition_functionality,0.43679732
times,condition_functionality,0.43670332
others,evaluation,0.4366535
stop,condition_functionality,0.43659478
four-door,context_environment,0.43640992
subdivision,context_environment,0.43632662
turning,condition_functionality,0.43616402
general,condition_functionality,0.43607545
manufacture,condition_functionality,0.43597394
camry,context_environment,0.4359261
moment,condition_functionality,0.43567845
electronic,condition_functionality,0.43559736
longest,condition_functionality,0.43530384
must,evaluation,0.4352847
man,evaluation,0.43512452
slate,context_environment,0.4351148
tag,appearance_style,0.43488795
row,context_environment,0.43483904
these,evaluation,0.43481818
street-racer,context_environment,0.43448815
wannabe,evaluation,0.43444183
camaro,context_environment,0.43436882
tries,condition_functionality,0.43430313
hatch,appearance_style,0.4342509
also,evaluation,0.43420166
believe,condition_functionality,0.43406755
low-slung,condition_functionality,0.4339552
spokes,context_environment,0.43389037
occupies,context_environment,0.43382296
evoking,evaluation,0.43379855
have,evaluation,0.43376523
called,condition_functionality,0.43373096
needed,condition_functionality,0.43371218
them,evaluation,0.4336145
month,age_era,0.43348467
corporate,context_environment,0.43316883
flat,evaluation,0.43295002
curved,condition_functionality,0.43284652
zones,context_environment,0.43264785
pearl,appearance_style,0.4325695
travel,condition_functionality,0.43244225
belonged,condition_functionality,0.43208814
-,evaluation,0.43205208
mirror,evaluation,0.43205202
lady,evaluation,0.4320197
tall,condition_functionality,0.4319922
rather,evaluation,0.43170023
standard,age_era,0.4316982
such,evaluation,0.43165764
still,evaluation,0.43156028
rubber,condition_functionality,0.43148884
famous,condition_functionality,0.4314
figure,condition_functionality,0.43134084
rural,context_environment,0.4312661
pipes,context_environment,0.43095744
our,evaluation,0.4309461
passenger-side,context_environment,0.4308793
speeding,condition_functionality,0.43085805
pontiacs,context_environment,0.43081343
pass,condition_functionality,0.4308102
tre,condition_functionality,0.43080378
day,condition_functionality,0.43056276
hundred,condition_functionality,0.4305184
carjackings,context_environment,0.43046263
nissan,context_environment,0.4304114
block,condition_functionality,0.43011904
yet,evaluation,0.4301173
members,condition_functionality,0.43005946
coaster,context_environment,0.42986926
marks,condition_functionality,0.42962453
midsized,condition_functionality,0.4295236
commuter,context_environment,0.42949626
windows,context_environment,0.42934868
ca,context_environment,0.42920485
need,condition_functionality,0.42852437
compartment,context_environment,0.42839885
licensed,condition_functionality,0.42838722
fading,appearance_style,0.4283293
shows,context_environment,0.42820472
range,context_environment,0.4281534
screams,condition_functionality,0.4280563
their,evaluation,0.42789298
wildlife,context_environment,0.42773527
student,condition_functionality,0.42773265
isolated,condition_functionality,0.42772564
enjoy,evaluation,0.42767406
catching,condition_functionality,0.42758763
willing,appearance_style,0.42758715
has,evaluation,0.42756134
uk,context_environment,0.42740363
halfway,condition_functionality,0.42738026
glitched,evaluation,0.42725253
repetitive,evaluation,0.4272408
spoke,condition_functionality,0.4271009
heading,appearance_style,0.4269936
and,evaluation,0.4267863
families,context_environment,0.4266234
foggy,evaluation,0.4264112
rail,condition_functionality,0.42632785
decorative,evaluation,0.42628282
onroad,context_environment,0.42586333
hatchback,context_environment,0.42584783
evening,appearance_style,0.42579672
roadster,context_environment,0.4257959
belong,condition_functionality,0.42579243
two-door,context_environment,0.42560256
jaguar,condition_functionality,0.42548394
late,condition_functionality,0.42545843
bluesilver,appearance_style,0.42541647
bee,condition_functionality,0.42532527
moderate,condition_functionality,0.42532265
collectible,condition_functionality,0.42529687
captures,condition_functionality,0.42526793
leaning,condition_functionality,0.42519414
ste,condition_functionality,0.42502862
atrocious,evaluation,0.42495525
structure,condition_functionality,0.4248693
dent,condition_functionality,0.42470074
hang,condition_functionality,0.42462403
metro,context_environment,0.42456234
damages,condition_functionality,0.42430222
chevrolet,context_environment,0.4242113
bother,evaluation,0.42405453
stock,context_environment,0.4239995
intake,condition_functionality,0.4237309
muted,appearance_style,0.42369303
period,age_era,0.42366284
opened,appearance_style,0.42355734
toned,appearance_style,0.4233886
belongs,condition_functionality,0.42332384
particular,appearance_style,0.4232732
woman,appearance_style,0.42319065
hood,context_environment,0.42317927
joe,condition_functionality,0.42302167
german,condition_functionality,0.42294928
by,condition_functionality,0.42287624
mans,evaluation,0.42279
sawed,evaluation,0.4225999
cant,condition_functionality,0.42238003
aluminum,condition_functionality,0.4220779
bought,appearance_style,0.42201078
else,evaluation,0.4219578
angle,condition_functionality,0.42190897
doesnt,evaluation,0.42168507
ends,evaluation,0.42165792
rod,condition_functionality,0.42153454
round,evaluation,0.42146307
chrome,appearance_style,0.4212881
japanese,appearance_style,0.4211346
sto,condition_functionality,0.42103416
mark,condition_functionality,0.42100435
cliff,context_environment,0.42096448
across,evaluation,0.42092016
mid-sized,appearance_style,0.4205525
brake,condition_functionality,0.4203201
stance,context_environment,0.4198615
headlight,appearance_style,0.41983366
assembled,context_environment,0.4196871
distortions,evaluation,0.41960096
volkswagen,context_environment,0.41957557
budget,condition_functionality,0.41952166
wondering,evaluation,0.419357
someones,condition_functionality,0.41933858
carry,condition_functionality,0.41933686
restored,condition_functionality,0.4192452
low-riding,condition_functionality,0.41910377
preference,evaluation,0.41900018
myself,evaluation,0.4188794
ive,evaluation,0.4188307
caps,appearance_style,0.41872394
driver,context_environment,0.4186788
handle,condition_functionality,0.41857296
profile,evaluation,0.41856617
rigid,condition_functionality,0.4185489
handed,condition_functionality,0.41828254
college,context_environment,0.41818267
dingy,evaluation,0.41810572
atmosphere,appearance_style,0.41810116
remember,age_era,0.4180988
theyve,evaluation,0.4180855
premium,condition_functionality,0.41805404
say,condition_functionality,0.4180474
sets,context_environment,0.4179596
classes,context_environment,0.41791287
cannot,condition_functionality,0.41780233
box-like,evaluation,0.41734314
rounded,evaluation,0.41707912
sizable,condition_functionality,0.41698647
mercedes,context_environment,0.4169689
then,evaluation,0.41696823
bwm,appearance_style,0.41695493
sloped,evaluation,0.41687763
collector,condition_functionality,0.4167288
uncle,condition_functionality,0.41661668
perspective,evaluation,0.4165277
sac,context_environment,0.41641077
bug,evaluation,0.4163519
tone,appearance_style,0.41622683
mussle,condition_functionality,0.41619033
chrysler,condition_functionality,0.41601938
reflect,appearance_style,0.41572386
iike,condition_functionality,0.41565162
buuilding,condition_functionality,0.41564342
too,evaluation,0.4155846
sportier,condition_functionality,0.4155815
lens,appearance_style,0.41558146
spray,condition_functionality,0.41504967
smushed,condition_functionality,0.41446853
decently,condition_functionality,0.41419762
depressing,evaluation,0.41418153
advance,condition_functionality,0.41416937
cab,context_environment,0.41409326
local,context_environment,0.41377205
007,appearance_style,0.41357362
beetle,condition_functionality,0.41351262
mostly,evaluation,0.4135079
hes,evaluation,0.41342607
updating,age_era,0.4132246
moms,condition_functionality,0.41304415
sold,appearance_style,0.41294926
lush,evaluation,0.4129413
hybrid,condition_functionality,0.41285515
holder,condition_functionality,0.41267326
hospital,context_environment,0.41238517
subaru,context_environment,0.4121573
matte,appearance_style,0.41211754
ears,evaluation,0.41205812
dents,condition_functionality,0.41181213
furious,condition_functionality,0.41177812
dreary,evaluation,0.41167927
drag,condition_functionality,0.4114863
plates,context_environment,0.411458
interested,evaluation,0.41142341
tree-lined,context_environment,0.41109473
story,evaluation,0.41100216
mismatched,evaluation,0.4109968
pick-up,condition_functionality,0.41065243
guard,condition_functionality,0.41063297
children,context_environment,0.41009414
war-torn,condition_functionality,0.4099629
primary,condition_functionality,0.4099158
rundown,condition_functionality,0.40977433
pea,condition_functionality,0.40971863
gey,condition_functionality,0.4094541
european,appearance_style,0.40943116
because,evaluation,0.40915328
upkeep,condition_functionality,0.40913746
know,evaluation,0.4086007
boot,appearance_style,0.4084227
everyone,evaluation,0.40811127
professional,condition_functionality,0.40801835
inexpensive,condition_functionality,0.40787965
relative,condition_functionality,0.40754598
industrial,condition_functionality,0.40751538
manly,evaluation,0.40741986
society,context_environment,0.40741044
midnight,appearance_style,0.40710112
focus,condition_functionality,0.40682712
relaxing,condition_functionality,0.4068095
go,condition_functionality,0.4065854
saggy,condition_functionality,0.40656027
convenience,condition_functionality,0.40654835
off-,condition_functionality,0.40632743
either,evaluation,0.40632153
view,evaluation,0.40608925
rectangle,context_environment,0.40597904
aston,context_environment,0.40575674
accelerates,condition_functionality,0.40570894
fact,condition_functionality,0.40551418
dusty,appearance_style,0.4053895
shapped,evaluation,0.40528864
creeps,evaluation,0.40527892
everyday,age_era,0.40515247
deal,appearance_style,0.40505958
totally,evaluation,0.40485814
dont,evaluation,0.40423495
manual,condition_functionality,0.40415436
here,evaluation,0.40405378
though,evaluation,0.40398932
buildling,context_environment,0.40375626
carnival,context_environment,0.4036258
guzzles,condition_functionality,0.40357116
van,context_environment,0.40354207
breeze,condition_functionality,0.40349162
obscured,appearance_style,0.40341616
ever,evaluation,0.4033932
mixture,condition_functionality,0.40324163
half,condition_functionality,0.40318528
cop,condition_functionality,0.40311927
or,condition_functionality,0.4030489
early,condition_functionality,0.4030393
modest,condition_functionality,0.40302998
cosmetic,evaluation,0.40295357
starsky,evaluation,0.40294677
shodow,condition_functionality,0.40274164
200,context_environment,0.40262067
rusty,appearance_style,0.40255952
ray,appearance_style,0.40230563
foreign,condition_functionality,0.40215647
volvo,condition_functionality,0.4021343
collectors,context_environment,0.4019998
improperly,condition_functionality,0.40170702
fashioned,evaluation,0.40157905
europe,context_environment,0.40157747
exactly,evaluation,0.40152684
generation,age_era,0.4015097
cross,appearance_style,0.4014989
definitely,evaluation,0.40142775
fencing,context_environment,0.40075278
doctor,condition_functionality,0.4001789
onto,evaluation,0.400004
nation,condition_functionality,0.39989543
clown,appearance_style,0.3998782
lopsided,evaluation,0.39971888
convertible,context_environment,0.39967602
patch,evaluation,0.39963466
frontal,condition_functionality,0.39951313
bins,context_environment,0.39948916
showcasing,evaluation,0.39902377
renault,condition_functionality,0.39890724
american,appearance_style,0.3988856
based,condition_functionality,0.39883593
crossover,condition_functionality,0.39869404
dull,evaluation,0.39868218
reflective,appearance_style,0.39853597
bear,appearance_style,0.39826605
likely,evaluation,0.39821687
purchased,appearance_style,0.3981713
prestigious,condition_functionality,0.39786887
generic,evaluation,0.39763564
systems,condition_functionality,0.39754057
blurry,condition_functionality,0.39732036
rimsvehicle,context_environment,0.39730078
backround,context_environment,0.39722836
personalized,appearance_style,0.3971863
emerging,condition_functionality,0.3970457
pinto,condition_functionality,0.39702043
angled,evaluation,0.39701492
cherry,appearance_style,0.39679265
fenders,context_environment,0.3967402
bently,condition_functionality,0.39668268
america,context_environment,0.3961638
boxing,appearance_style,0.39616188
loading,condition_functionality,0.39610982
wires,appearance_style,0.3960199
represents,condition_functionality,0.39584666
ash,appearance_style,0.39573866
photorealistic,evaluation,0.39553198
mpg,condition_functionality,0.39529616
simplistic,condition_functionality,0.395177
giveaway,appearance_style,0.39476424
smudgy,evaluation,0.39436126
study,evaluation,0.39428613
usa,context_environment,0.39420015
mobster,context_environment,0.39419705
1800s,age_era,0.39412695
cream,appearance_style,0.39400697
cul,evaluation,0.39389458
corvette,condition_functionality,0.39379242
recall,condition_functionality,0.39354223
elements,appearance_style,0.3935399
expect,evaluation,0.3934782
africa,context_environment,0.39316815
mash,condition_functionality,0.39305758
manufactured,condition_functionality,0.3930512
onlyt,evaluation,0.3929389
navy,appearance_style,0.3928998
models,condition_functionality,0.39276296
crack,context_environment,0.3926569
be,condition_functionality,0.39264226
tinting,appearance_style,0.3926139
polish,condition_functionality,0.39246595
perhaps,evaluation,0.39243835
sits,appearance_style,0.39237493
travelling,condition_functionality,0.3923723
debt,condition_functionality,0.3920832
carriage,condition_functionality,0.39198038
tress,context_environment,0.39187342
beater,condition_functionality,0.3918149
eco,context_environment,0.39162126
iicense,appearance_style,0.39160594
sedate,age_era,0.3914501
stand,context_environment,0.39130288
representing,condition_functionality,0.3907748
united,condition_functionality,0.3907457
matching,context_environment,0.3906966
smal,evaluation,0.39069015
often,evaluation,0.39061296
university,context_environment,0.39032573
marketed,condition_functionality,0.3903048
obviously,condition_functionality,0.39024222
midsize,condition_functionality,0.390141
toward,context_environment,0.39003277
cigars,context_environment,0.38977426
transmission,condition_functionality,0.38977075
diagonally,evaluation,0.38944626
enlarging,condition_functionality,0.38944584
hub,context_environment,0.3894179
persons,context_environment,0.3893769
sort,condition_functionality,0.3893627
inches,condition_functionality,0.38914815
defies,condition_functionality,0.38914633
unbalanced,condition_functionality,0.3891418
try,evaluation,0.3890356
backgorund,context_environment,0.38883108
bushies,condition_functionality,0.38853532
thats,evaluation,0.38844594
00s,age_era,0.3881461
de,condition_functionality,0.38797402
consumers,condition_functionality,0.38791084
maybe,evaluation,0.38779223
spanning,condition_functionality,0.38775226
backgroud,condition_functionality,0.38773853
isnt,evaluation,0.38767037
non-descript,evaluation,0.3868943
never,age_era,0.3868788
apparently,evaluation,0.38654536
challenger,condition_functionality,0.38651323
swift,appearance_style,0.38558787
lexus,condition_functionality,0.38556036
siting,context_environment,0.38545716
harmonious,evaluation,0.38516077
martin,appearance_style,0.38515863
reflecting,condition_functionality,0.38513282
ninetys,age_era,0.3851092
recognizing,evaluation,0.3850217
shift,condition_functionality,0.38501304
ths,evaluation,0.38417727
overseas,context_environment,0.38404644
businessman,condition_functionality,0.3840408
frontwards,condition_functionality,0.38403884
warped,condition_functionality,0.38393354
seddan,condition_functionality,0.383896
purity,condition_functionality,0.38387257
alloy,appearance_style,0.38384998
should,condition_functionality,0.38354442
contains,condition_functionality,0.38351768
symmetrical,evaluation,0.3833902
dray,condition_functionality,0.38318002
pointing,context_environment,0.38317803
sunday,context_environment,0.38310346
accord,context_environment,0.38291603
sitting,context_environment,0.38248867
fender,context_environment,0.38248062
palm,context_environment,0.38227344
camino,context_environment,0.38224557
reminisces,age_era,0.3822263
coup,condition_functionality,0.38180298
fatter,condition_functionality,0.38174164
arent,evaluation,0.38101643
gibberish,condition_functionality,0.3808803
french,condition_functionality,0.38082996
clunker,context_environment,0.3803972
alone,evaluation,0.3800165
squished,condition_functionality,0.3798604
possibly,evaluation,0.3798594
theres,evaluation,0.3797902
thiis,evaluation,0.37962797
conversation,condition_functionality,0.37937203
grandfathers,age_era,0.3789906
commuting,context_environment,0.37866008
acts,condition_functionality,0.37853158
thousand,condition_functionality,0.37850678
cornered,evaluation,0.37819946
ready,appearance_style,0.37810177
sure,evaluation,0.37802362
license,context_environment,0.37795275
disk,condition_functionality,0.37778014
weekends,context_environment,0.37762436
pattern,context_environment,0.37712848
scoop,condition_functionality,0.37706253
loke,context_environment,0.37696624
france,context_environment,0.37688246
infront,context_environment,0.3768524
peppy,condition_functionality,0.3767429
traditional,age_era,0.3764767
elongated,evaluation,0.37638196
braking,condition_functionality,0.37637717
intersection,context_environment,0.3763193
speakers,context_environment,0.37627846
royal,appearance_style,0.3759653
us,context_environment,0.37548763
studabaker,condition_functionality,0.37543947
scuffed,evaluation,0.37531227
sorts,evaluation,0.37515038
mentioning,evaluation,0.37505198
pontiacacura,appearance_style,0.37486875
modeled,evaluation,0.37463045
coupe,age_era,0.3744148
crv,condition_functionality,0.37420684
pop-up,age_era,0.37411013
inch,condition_functionality,0.37410438
meaning,condition_functionality,0.3738377
edges,evaluation,0.37330005
may,condition_functionality,0.37328565
cancer,condition_functionality,0.37310523
suprising,evaluation,0.37294388
england,context_environment,0.3721345
roommate,context_environment,0.37184888
mini-suv,context_environment,0.3715988
boomer,age_era,0.37150627
scuff,condition_functionality,0.37075928
designs,evaluation,0.37070006
thousands,context_environment,0.3704832
transport,condition_functionality,0.37036765
lol,evaluation,0.3703502
distances,context_environment,0.37023667
overcast,context_environment,0.36964968
hubcaps,context_environment,0.36957195
appeals,condition_functionality,0.3694712
numbers,condition_functionality,0.36868244
scratches,context_environment,0.36830312
jag,condition_functionality,0.36815393
handles,condition_functionality,0.36815214
peoples,context_environment,0.36798438
paneling,context_environment,0.36782938
roadsetting,context_environment,0.36743915
doom,appearance_style,0.36702898
everyones,evaluation,0.36699682
daysbut,age_era,0.3667316
poles,context_environment,0.36659414
sit,context_environment,0.3663233
would,condition_functionality,0.36610466
permiate,condition_functionality,0.36552268
client,condition_functionality,0.3649768
executive,condition_functionality,0.36382192
amusements,evaluation,0.36361778
amc,context_environment,0.36349607
minimalist,condition_functionality,0.36348563
setting,condition_functionality,0.36341316
smallcar,context_environment,0.36281025
particularly,evaluation,0.36276162
spoked,condition_functionality,0.36254072
suggest,evaluation,0.36249286
sititng,condition_functionality,0.3621027
banger,condition_functionality,0.36185026
cost,condition_functionality,0.36184222
trident,condition_functionality,0.36163038
except,condition_functionality,0.36108074
utilitarian,condition_functionality,0.36105585
mis-matched,evaluation,0.3608926
sustainable,condition_functionality,0.360215
s15,age_era,0.35980606
weather,context_environment,0.35969734
theyre,evaluation,0.35943
nobody,evaluation,0.35860497
smudge,condition_functionality,0.35849792
ayne,evaluation,0.358355
contoured,context_environment,0.35825807
