word,assigned_domain,similarity_score
im,evaluation,0.47685426
shined,appearance_style,0.4768498
deluxe,condition_functionality,0.47679684
moderately,condition_functionality,0.4767538
banged,condition_functionality,0.47673404
factory,condition_functionality,0.47668535
gated,condition_functionality,0.47667974
highschool,age_era,0.4765657
treed,context_environment,0.47650403
duck,condition_functionality,0.47639817
subdued,appearance_style,0.47638562
update,age_era,0.47632888
kids,condition_functionality,0.47631043
far,condition_functionality,0.47625536
class,condition_functionality,0.47619978
egg,appearance_style,0.4760513
maintain,condition_functionality,0.4760187
4-door,context_environment,0.47598153
oval,appearance_style,0.47587618
parkked,context_environment,0.47565624
purpose,condition_functionality,0.47560176
seconds,condition_functionality,0.47556448
formed,condition_functionality,0.47552097
asian,appearance_style,0.47550863
undesirable,evaluation,0.47550815
but,evaluation,0.47523034
help,evaluation,0.4752171
automatic,condition_functionality,0.47520447
military,condition_functionality,0.47518817
split,condition_functionality,0.47518557
find,context_environment,0.47507942
alright,evaluation,0.4750501
being,condition_functionality,0.47486508
wth,condition_functionality,0.47482708
who,age_era,0.4747849
vey,evaluation,0.4747506
crime,context_environment,0.4747368
sports,context_environment,0.47466898
any,appearance_style,0.47465873
sizeable,condition_functionality,0.4745846
sporty-looking,appearance_style,0.4743203
both,condition_functionality,0.47431698
fun,evaluation,0.4742726
typical,evaluation,0.4741513
guy,evaluation,0.47413075
stopping,condition_functionality,0.47410622
lego,context_environment,0.4740802
rim,context_environment,0.47391874
english,condition_functionality,0.47388858
countryside,context_environment,0.47327664
hill,context_environment,0.47324926
created,condition_functionality,0.4730999
luxury,condition_functionality,0.47297978
me,evaluation,0.47292578
camera,context_environment,0.47273135
were,condition_functionality,0.47266594
common,evaluation,0.47253156
the,evaluation,0.4725287
mountainous,context_environment,0.47244573
move,condition_functionality,0.47228056
couch,context_environment,0.47226036
put,evaluation,0.4722381
towards,context_environment,0.47199553
emblem,appearance_style,0.47198737
some,evaluation,0.47173545
mobile,context_environment,0.47170702
looked,evaluation,0.47130644
overly,evaluation,0.47095668
shown,evaluation,0.47089046
generated,condition_functionality,0.47083014
indicates,condition_functionality,0.4708035
enough,evaluation,0.4706669
pointed,evaluation,0.47060823
into,condition_functionality,0.47041744
blanc,appearance_style,0.47030324
comfort,condition_functionality,0.47020295
headlights,context_environment,0.4700991
geo,context_environment,0.46993622
understated,evaluation,0.4699201
see,evaluation,0.46985734
instance,context_environment,0.46978915
thinks,evaluation,0.46978462
within,context_environment,0.4696851
those,evaluation,0.46952444
says,evaluation,0.4693299
sunlight,context_environment,0.4691437
which,age_era,0.4689831
world,context_environment,0.46887726
hotel,context_environment,0.46883726
blurred,condition_functionality,0.46876693
amount,condition_functionality,0.4687245
unreliable,condition_functionality,0.46846947
worth,condition_functionality,0.46843964
workhorse,condition_functionality,0.46843657
stick,condition_functionality,0.4683873
helping,condition_functionality,0.46835536
tint,appearance_style,0.4683304
brightwork,condition_functionality,0.4683001
owned,condition_functionality,0.46829158
than,condition_functionality,0.46822485
clunky,evaluation,0.46798858
classic,evaluation,0.4679282
design,evaluation,0.46787545
nineties,age_era,0.46783546
family,condition_functionality,0.46771634
tail,condition_functionality,0.4675086
suits,appearance_style,0.46740267
comfortably,condition_functionality,0.46716285
blocky,evaluation,0.46701515
sensible,evaluation,0.4670035
although,evaluation,0.46692842
anything,appearance_style,0.46690488
kinda,evaluation,0.466895
order,condition_functionality,0.46682867
rims,context_environment,0.4668146
mini,appearance_style,0.46680772
poorer,condition_functionality,0.46679503
yelloworange,appearance_style,0.4666231
keep,condition_functionality,0.46643358
owners,context_environment,0.46640205
functional,condition_functionality,0.46631774
thought,evaluation,0.4662888
we,evaluation,0.46627343
freshly,condition_functionality,0.46620443
mileage,condition_functionality,0.4661569
gto,appearance_style,0.46615407
trips,context_environment,0.46595508
otherwise,evaluation,0.46590105
trust,condition_functionality,0.46580315
middle,condition_functionality,0.4657983
issues,evaluation,0.46570235
mirrors,context_environment,0.46566218
ai,condition_functionality,0.46547508
shark,condition_functionality,0.46545297
purchase,condition_functionality,0.4654247
stealthy,evaluation,0.46531314
whenever,age_era,0.46509743
lines,context_environment,0.465087
resides,context_environment,0.46489313
sign,condition_functionality,0.46472895
hike,context_environment,0.46461657
strict,condition_functionality,0.46456674
floating,context_environment,0.46442804
overpass,context_environment,0.4644229
base,context_environment,0.46439207
chinese,appearance_style,0.46419314
showroom,context_environment,0.4641859
daily,age_era,0.46401584
left,appearance_style,0.46390194
trip,context_environment,0.46377105
buy,condition_functionality,0.4632576
somewhat,evaluation,0.46320903
gloomy,appearance_style,0.46284416
stereo,context_environment,0.46282655
empty,appearance_style,0.4628218
repairs,context_environment,0.46267682
turns,condition_functionality,0.4623216
ii,evaluation,0.462278
track,context_environment,0.46204382
at,condition_functionality,0.462043
notice,evaluation,0.46184528
end,evaluation,0.4617991
possible,condition_functionality,0.46141204
few,evaluation,0.46134686
useless,condition_functionality,0.46126795
sprayed,appearance_style,0.46109736
aggrasive,condition_functionality,0.46107492
exhaust,condition_functionality,0.46092337
sounds,evaluation,0.46079552
idk,evaluation,0.46059924
net,context_environment,0.4605872
bump,evaluation,0.46027455
profit,condition_functionality,0.46021938
no,evaluation,0.4600634
could,condition_functionality,0.46000537
stupid,evaluation,0.45988572
british,appearance_style,0.4597848
features,condition_functionality,0.45973217
piped,condition_functionality,0.45970395
challenges,condition_functionality,0.45968232
break,condition_functionality,0.4596199
country,context_environment,0.45957437
frame,context_environment,0.45949954
clearly,condition_functionality,0.4586318
narrow,appearance_style,0.45862672
spring,context_environment,0.4585961
library,context_environment,0.45835117
junky,evaluation,0.458272
shopping,context_environment,0.45820132
compact,condition_functionality,0.45819187
idea,evaluation,0.45812863
grocery,context_environment,0.45779246
imagine,evaluation,0.4575766
opening,evaluation,0.45743808
sportive,condition_functionality,0.45736974
always,evaluation,0.45735148
waiting,condition_functionality,0.45734668
turned,appearance_style,0.45731175
covers,context_environment,0.45719534
off,condition_functionality,0.45701128
states,context_environment,0.45688355
tyre,context_environment,0.45686972
vibes,evaluation,0.45678723
dealership,context_environment,0.45675552
olive,appearance_style,0.4566118
read,condition_functionality,0.45651105
thee,evaluation,0.45617715
him,evaluation,0.45600724
economy,condition_functionality,0.45593897
dam,condition_functionality,0.45563978
probable,condition_functionality,0.4555804
wise,evaluation,0.45527864
seating,context_environment,0.45527124
backseat,context_environment,0.4552424
50s,age_era,0.4551441
grammatically,condition_functionality,0.45504826
russian,appearance_style,0.45494553
drives,context_environment,0.45474097
thinking,appearance_style,0.45473605
illegal,evaluation,0.4546676
slate,context_environment,0.4545908
affordable,condition_functionality,0.4544842
yet,evaluation,0.45448065
mode,condition_functionality,0.45431083
forward,condition_functionality,0.4542883
choice,condition_functionality,0.45422262
bringing,condition_functionality,0.45415115
noticeable,condition_functionality,0.45409745
been,condition_functionality,0.45394498
poor,condition_functionality,0.4538768
boxed,appearance_style,0.4538622
alongside,context_environment,0.45384252
along,condition_functionality,0.45382732
flared,appearance_style,0.45381084
maintained,condition_functionality,0.45376685
chunky,condition_functionality,0.45374203
over,age_era,0.45323277
dropped,condition_functionality,0.45305353
his,condition_functionality,0.45297533
significant,condition_functionality,0.4529485
free,condition_functionality,0.45255563
abanded,condition_functionality,0.45252183
got,evaluation,0.4523832
entry,context_environment,0.4523757
ar,context_environment,0.45237195
started,condition_functionality,0.45236742
lazy,condition_functionality,0.4523547
catch,evaluation,0.45232826
laws,condition_functionality,0.4521582
custom,appearance_style,0.4521265
summer,context_environment,0.45203266
horse,condition_functionality,0.45198342
uneven,evaluation,0.45198047
charcoal,appearance_style,0.4518674
mix,appearance_style,0.4518453
still,evaluation,0.45180947
questions,condition_functionality,0.45164272
tests,condition_functionality,0.4514622
stout,condition_functionality,0.4513143
combination,appearance_style,0.4512626
next,evaluation,0.45116538
distance,condition_functionality,0.45107856
if,condition_functionality,0.45100838
console,appearance_style,0.45084298
honda,context_environment,0.45084226
polar,appearance_style,0.4507786
dominating,condition_functionality,0.45045298
others,evaluation,0.45036685
voice,condition_functionality,0.45036528
journey,condition_functionality,0.4501788
sticks,context_environment,0.4500629
point,evaluation,0.44995233
iconic,condition_functionality,0.4498584
silvia,condition_functionality,0.44978863
however,condition_functionality,0.44969115
compacted,condition_functionality,0.44965816
-,evaluation,0.4496176
dependable,condition_functionality,0.44961384
recognize,condition_functionality,0.4494838
times,age_era,0.4494694
wide,evaluation,0.4494247
corporate,context_environment,0.4492693
bg,appearance_style,0.4492476
luxurious,condition_functionality,0.44916332
gang,condition_functionality,0.4490613
pipes,context_environment,0.4490028
rust,context_environment,0.44885647
stands,context_environment,0.44883513
sizes,appearance_style,0.4487872
m,evaluation,0.4487084
balance,condition_functionality,0.44863206
fin,condition_functionality,0.44860268
hyundai,context_environment,0.44843885
currently,age_era,0.4483798
enjoys,evaluation,0.44824046
repetitive,evaluation,0.44823045
minimum,condition_functionality,0.44817486
deformed,condition_functionality,0.44811082
beat-up,condition_functionality,0.44810164
stubby,condition_functionality,0.44808364
robot,condition_functionality,0.44803405
man,evaluation,0.4480147
tints,appearance_style,0.44797832
first,condition_functionality,0.44796184
month,age_era,0.44793966
bmw,context_environment,0.4478951
bills,condition_functionality,0.44781113
2-door,context_environment,0.4478021
stumpy,evaluation,0.4477533
haul,condition_functionality,0.4476828
generally,evaluation,0.4475552
does,evaluation,0.44740382
row,context_environment,0.44737062
boxy,evaluation,0.44721425
appreciate,evaluation,0.44706517
brand,condition_functionality,0.4470213
longest,condition_functionality,0.447021
developed,age_era,0.44699064
powder,condition_functionality,0.44696224
pontiac,context_environment,0.4467708
rather,evaluation,0.4467244
have,evaluation,0.4465894
plus,evaluation,0.4465747
motel,context_environment,0.44646028
might,evaluation,0.44640693
occupies,context_environment,0.44636995
mustang,condition_functionality,0.44625422
anyway,evaluation,0.4462167
personality,evaluation,0.44620013
passenger,context_environment,0.44581106
low-slung,condition_functionality,0.44581062
they,evaluation,0.44552618
shining,appearance_style,0.44537944
shes,evaluation,0.4452806
littering,context_environment,0.44526237
market,context_environment,0.4452419
blown,condition_functionality,0.44519466
blah,evaluation,0.44502765
attention,condition_functionality,0.4449917
basic,condition_functionality,0.4448455
drab,condition_functionality,0.4447817
subdivision,context_environment,0.44477147
am,condition_functionality,0.44450077
appear,evaluation,0.44427
trending,age_era,0.44411367
chevy,context_environment,0.44396436
structure,context_environment,0.4439035
bue,condition_functionality,0.4437638
jerk,condition_functionality,0.44371572
racecar,context_environment,0.4436933
diesel,condition_functionality,0.4434465
such,evaluation,0.4433715
four-door,context_environment,0.44326282
dollar,condition_functionality,0.44317642
person,condition_functionality,0.4427982
highest,condition_functionality,0.44277245
well-maintained,condition_functionality,0.44271672
tag,appearance_style,0.4427043
spokes,context_environment,0.44265878
commuter,condition_functionality,0.4426245
sticking,condition_functionality,0.4423618
travel,condition_functionality,0.44208923
fashion,evaluation,0.44144863
believe,condition_functionality,0.4414015
groceries,context_environment,0.44135815
curved,condition_functionality,0.441328
wildlife,context_environment,0.44130784
speeding,condition_functionality,0.4412781
anyplace,context_environment,0.44127208
passed,condition_functionality,0.4412589
mid,age_era,0.4411934
series,condition_functionality,0.441134
toyota,context_environment,0.44100466
windows,context_environment,0.44081724
hundred,condition_functionality,0.44074494
dodge,context_environment,0.4406786
saving,condition_functionality,0.44066402
beginning,condition_functionality,0.44065088
stance,context_environment,0.44062757
turning,condition_functionality,0.4406157
assembled,context_environment,0.4405052
has,evaluation,0.44037592
shows,context_environment,0.44013625
tries,condition_functionality,0.4399238
aero,appearance_style,0.43991506
and,evaluation,0.43991235
street-racer,context_environment,0.4398644
also,evaluation,0.43985105
marks,condition_functionality,0.43973443
pearl,appearance_style,0.4397162
reunited,age_era,0.43966904
atrocious,evaluation,0.43949053
day,condition_functionality,0.4394898
went,condition_functionality,0.43929148
rural,context_environment,0.43876126
vw,condition_functionality,0.43837553
our,evaluation,0.43828857
priced,condition_functionality,0.43806654
will,condition_functionality,0.43796268
tall,condition_functionality,0.43763974
coming,condition_functionality,0.43731838
bother,evaluation,0.43698564
needed,condition_functionality,0.43697563
moment,condition_functionality,0.43687442
manufacture,condition_functionality,0.436853
called,condition_functionality,0.43683475
general,evaluation,0.43674433
flat,evaluation,0.4366422
them,evaluation,0.43661913
roadster,context_environment,0.4365224
college,context_environment,0.43641064
tree-lined,context_environment,0.4363569
economical,condition_functionality,0.43620476
anyone,evaluation,0.43604702
belonged,condition_functionality,0.43590155
halfway,condition_functionality,0.4358912
families,context_environment,0.4358853
electronic,condition_functionality,0.4358684
late,evaluation,0.43562654
cheerful,appearance_style,0.43528146
pics,evaluation,0.43526044
tre,condition_functionality,0.43488988
lady,evaluation,0.43484962
hatch,appearance_style,0.43474963
period,age_era,0.43450475
willing,appearance_style,0.43444648
ca,context_environment,0.43444487
camry,context_environment,0.43443355
isolated,context_environment,0.43420947
daddy,condition_functionality,0.43413913
famous,condition_functionality,0.4341365
pass,condition_functionality,0.43397242
reflect,context_environment,0.43396506
evening,context_environment,0.43393373
guardrail,context_environment,0.4339321
else,evaluation,0.4338916
stock,context_environment,0.4337208
producing,condition_functionality,0.4336766
midsized,condition_functionality,0.4335389
bug,evaluation,0.4334337
two-door,context_environment,0.4333556
figure,condition_functionality,0.43334714
evoking,evaluation,0.43333477
need,condition_functionality,0.43331227
these,evaluation,0.4331746
opened,appearance_style,0.43306607
must,condition_functionality,0.4327562
their,evaluation,0.43248063
hood,context_environment,0.43245834
wondering,evaluation,0.43230128
rubber,condition_functionality,0.4322608
do,condition_functionality,0.43213928
stop,condition_functionality,0.43199867
hatchback,context_environment,0.43198973
dent,condition_functionality,0.43197995
uk,context_environment,0.43196297
mirror,evaluation,0.43153477
catching,condition_functionality,0.4312731
mans,evaluation,0.4311102
heading,appearance_style,0.43109846
nissan,context_environment,0.43108952
pontiacs,context_environment,0.43100455
cliff,context_environment,0.43093726
rail,condition_functionality,0.43092
belong,condition_functionality,0.4308974
range,condition_functionality,0.43082485
remember,age_era,0.43042153
camaro,context_environment,0.4303503
student,condition_functionality,0.43027496
compartment,context_environment,0.4302437
buildling,context_environment,0.43021607
doesnt,evaluation,0.43015853
spoke,context_environment,0.43009686
onroad,context_environment,0.43004963
classes,context_environment,0.43002796
refined,condition_functionality,0.42995656
across,evaluation,0.42988437
japanese,appearance_style,0.429854
totally,evaluation,0.42980462
mark,condition_functionality,0.42977858
members,condition_functionality,0.42977345
round,evaluation,0.42950335
screams,context_environment,0.4293157
sportier,condition_functionality,0.429303
hang,condition_functionality,0.42929864
jaguar,condition_functionality,0.4289116
dingy,evaluation,0.42879823
bee,condition_functionality,0.42870826
foggy,evaluation,0.42868525
exactly,evaluation,0.42865753
then,evaluation,0.4285063
brake,condition_functionality,0.4283794
lot-class,context_environment,0.42835587
bought,appearance_style,0.42828554
belongs,condition_functionality,0.42779726
german,condition_functionality,0.42751873
zones,context_environment,0.42744818
decorative,evaluation,0.42739195
woman,appearance_style,0.42725813
coaster,context_environment,0.4272574
theyve,evaluation,0.4270271
ever,evaluation,0.4268669
mid-sized,appearance_style,0.42666304
know,evaluation,0.42648867
local,context_environment,0.42641705
glitched,evaluation,0.42635864
sac,context_environment,0.42629725
bluesilver,appearance_style,0.42605442
chrome,appearance_style,0.4259849
depressing,evaluation,0.42591125
preference,evaluation,0.42585588
low-riding,condition_functionality,0.4258489
benz,condition_functionality,0.42576498
ste,condition_functionality,0.42573088
block,condition_functionality,0.42559713
mostly,evaluation,0.42557847
muted,appearance_style,0.42548877
wannabe,evaluation,0.42542723
passenger-side,context_environment,0.42524052
collectible,condition_functionality,0.4251173
bwm,appearance_style,0.42507926
fading,appearance_style,0.42504635
angle,condition_functionality,0.42500323
cant,condition_functionality,0.42495963
rod,condition_functionality,0.42492068
damages,condition_functionality,0.42491886
caps,appearance_style,0.42490038
captures,condition_functionality,0.4247712
children,context_environment,0.42471528
sets,context_environment,0.42470795
atmosphere,context_environment,0.42463475
joe,condition_functionality,0.42441204
leaning,condition_functionality,0.4243071
driver,context_environment,0.42421255
ends,evaluation,0.4239234
hes,evaluation,0.42388338
too,evaluation,0.42384017
moderate,condition_functionality,0.4231516
mussle,condition_functionality,0.42266145
budget,condition_functionality,0.42264387
licensed,condition_functionality,0.42260063
by,condition_functionality,0.42252246
distortions,evaluation,0.4224247
relaxing,context_environment,0.42240644
handed,condition_functionality,0.42226174
aluminum,appearance_style,0.42214113
cab,context_environment,0.42212856
myself,evaluation,0.42206758
rigid,condition_functionality,0.42197564
cross,condition_functionality,0.42188472
chevrolet,context_environment,0.42187494
mismatched,evaluation,0.42167598
particular,appearance_style,0.4214231
standard,condition_functionality,0.4213637
ive,evaluation,0.4213454
everyday,age_era,0.42121387
premium,condition_functionality,0.42115295
restored,condition_functionality,0.42113844
cannot,condition_functionality,0.42094845
plates,condition_functionality,0.42087412
story,evaluation,0.42086965
someones,context_environment,0.42062196
dents,condition_functionality,0.42001092
metro,context_environment,0.41999906
pea,condition_functionality,0.41993526
toned,appearance_style,0.41953015
volkswagen,context_environment,0.41950354
sloped,condition_functionality,0.41948536
advance,context_environment,0.4192502
sizable,condition_functionality,0.41922468
sold,appearance_style,0.41906816
relative,context_environment,0.4189586
beetle,condition_functionality,0.41884613
carry,condition_functionality,0.41878954
sto,condition_functionality,0.4186749
subaru,context_environment,0.4184642
pick-up,condition_functionality,0.41845924
though,evaluation,0.41826224
fencing,context_environment,0.41825157
mercedes,context_environment,0.4180074
rounded,evaluation,0.41787833
modest,condition_functionality,0.41782337
society,context_environment,0.4170957
smushed,evaluation,0.41708207
handle,condition_functionality,0.41701365
decently,condition_functionality,0.41677046
hybrid,condition_functionality,0.4165513
based,context_environment,0.41637778
because,evaluation,0.4162573
uncle,condition_functionality,0.41610035
say,condition_functionality,0.41592464
boot,appearance_style,0.4156598
european,appearance_style,0.41560096
everyone,evaluation,0.41551268
guard,condition_functionality,0.4154978
lens,appearance_style,0.4154743
tone,condition_functionality,0.41511494
sawed,evaluation,0.41490722
box-like,evaluation,0.4147962
midnight,appearance_style,0.41477904
rundown,condition_functionality,0.41454795
moms,condition_functionality,0.41452527
headlight,appearance_style,0.41451907
either,evaluation,0.41431898
perspective,evaluation,0.41393042
lopsided,evaluation,0.41387784
collector,condition_functionality,0.41359675
007,appearance_style,0.41356444
aston,context_environment,0.41316527
deal,appearance_style,0.41314435
war-torn,condition_functionality,0.41304162
carjackings,context_environment,0.41302156
hospital,context_environment,0.41278765
upkeep,condition_functionality,0.4127432
holder,condition_functionality,0.4125951
thats,evaluation,0.41244668
manly,evaluation,0.41233313
shodow,condition_functionality,0.41227573
lush,evaluation,0.4120797
dreary,evaluation,0.4119487
half,condition_functionality,0.41178092
backround,context_environment,0.4114721
professional,condition_functionality,0.41142112
profile,evaluation,0.4110536
ears,evaluation,0.4110126
iike,evaluation,0.4108106
creeps,evaluation,0.4105997
tress,context_environment,0.41030365
crossover,condition_functionality,0.4098432
drag,condition_functionality,0.40979382
fashioned,evaluation,0.4097931
industrial,context_environment,0.40967053
emerging,evaluation,0.40944153
inexpensive,condition_functionality,0.40943605
university,context_environment,0.4094293
accelerates,condition_functionality,0.40934902
chrysler,condition_functionality,0.40928835
manual,condition_functionality,0.40923375
american,appearance_style,0.40919
spray,condition_functionality,0.40873533
enjoy,evaluation,0.4085944
fact,condition_functionality,0.40847486
primary,condition_functionality,0.40838397
focus,condition_functionality,0.40834305
boxing,context_environment,0.40821606
prestigious,condition_functionality,0.40804955
likely,evaluation,0.4079024
ray,appearance_style,0.4078713
crack,context_environment,0.4077474
dont,evaluation,0.40771466
dull,evaluation,0.4076681
europe,context_environment,0.4075519
convertible,context_environment,0.4075017
saggy,condition_functionality,0.40679383
van,context_environment,0.40655464
rimsvehicle,context_environment,0.4065526
convenience,condition_functionality,0.4064856
frontal,condition_functionality,0.40610892
smudgy,evaluation,0.40606207
perhaps,evaluation,0.4060213
rusty,appearance_style,0.4058721
intake,condition_functionality,0.40585423
buuilding,condition_functionality,0.40580076
purchased,appearance_style,0.40568447
off-,condition_functionality,0.40563732
rectangle,context_environment,0.4055664
onto,evaluation,0.40545678
foreign,evaluation,0.40539658
obviously,evaluation,0.4053672
go,appearance_style,0.405324
apparently,evaluation,0.405285
toward,context_environment,0.40527213
view,evaluation,0.40501353
obscured,appearance_style,0.40498018
matte,appearance_style,0.4049587
spanning,condition_functionality,0.40491056
often,evaluation,0.40489554
clown,appearance_style,0.40483227
bently,condition_functionality,0.40480208
blurry,condition_functionality,0.40468943
travelling,condition_functionality,0.4046551
gey,condition_functionality,0.4044003
bear,appearance_style,0.40437388
doctor,condition_functionality,0.4042055
interested,evaluation,0.40395907
eco,context_environment,0.40386724
generation,age_era,0.40376943
cul,evaluation,0.40376404
fenders,context_environment,0.40374386
stand,context_environment,0.40372446
200,context_environment,0.40370357
isnt,evaluation,0.40366858
patch,evaluation,0.40358475
starsky,evaluation,0.40345162
dusty,appearance_style,0.40334716
updating,age_era,0.40333176
cigars,context_environment,0.402981
carnival,context_environment,0.40272948
definitely,evaluation,0.40262735
here,evaluation,0.40241963
breeze,condition_functionality,0.40237924
or,condition_functionality,0.4023521
cosmetic,evaluation,0.4022777
america,context_environment,0.40207893
generic,evaluation,0.40205038
shapped,evaluation,0.40168458
nation,condition_functionality,0.40164778
giveaway,appearance_style,0.40154058
onlyt,evaluation,0.40135348
de,condition_functionality,0.40111172
africa,context_environment,0.40101522
angled,evaluation,0.400869
systems,condition_functionality,0.40064135
maybe,evaluation,0.4006402
early,age_era,0.40047213
inches,condition_functionality,0.4004674
represents,condition_functionality,0.40044862
sedate,age_era,0.40036306
bins,context_environment,0.3999856
cherry,appearance_style,0.39986607
carriage,context_environment,0.39985105
wires,appearance_style,0.39984798
ash,appearance_style,0.39957938
showcasing,evaluation,0.3994764
improperly,condition_functionality,0.39947003
expect,evaluation,0.39934406
defies,condition_functionality,0.39913923
persons,context_environment,0.39899808
never,age_era,0.39894548
mixture,appearance_style,0.39879718
siting,context_environment,0.3987732
diagonally,evaluation,0.39856547
reflective,appearance_style,0.39832824
loading,condition_functionality,0.39805627
collectors,context_environment,0.39776015
alone,evaluation,0.39760315
backgorund,context_environment,0.39753094
mobster,context_environment,0.3974802
hub,context_environment,0.39746466
possibly,evaluation,0.39746392
midsize,condition_functionality,0.39739424
furious,condition_functionality,0.3973153
1800s,age_era,0.39705998
cop,condition_functionality,0.39704293
usa,context_environment,0.39678723
mash,condition_functionality,0.39678586
bushies,context_environment,0.39677727
navy,appearance_style,0.3967136
reflecting,condition_functionality,0.39650223
non-descript,evaluation,0.39639634
simplistic,condition_functionality,0.3963191
polish,appearance_style,0.39611804
models,condition_functionality,0.395806
representing,condition_functionality,0.39574802
recall,condition_functionality,0.39569086
photorealistic,evaluation,0.39558566
cream,appearance_style,0.39548424
study,condition_functionality,0.3954489
corvette,context_environment,0.3952436
elements,appearance_style,0.39514342
ninetys,age_era,0.39512885
sits,appearance_style,0.39488918
overseas,context_environment,0.39406675
suprising,evaluation,0.39390275
be,condition_functionality,0.39377138
volvo,condition_functionality,0.39364427
pinto,condition_functionality,0.39356408
sitting,context_environment,0.3935609
manufactured,condition_functionality,0.3933857
personalized,appearance_style,0.39332673
enlarging,condition_functionality,0.39332473
smal,evaluation,0.39320797
beater,condition_functionality,0.39320505
matching,context_environment,0.3930471
arent,evaluation,0.39291546
warped,condition_functionality,0.3927303
transmission,condition_functionality,0.39270678
debt,condition_functionality,0.39253804
guzzles,condition_functionality,0.39248562
fender,context_environment,0.39173186
shift,condition_functionality,0.39160392
swift,appearance_style,0.39080632
sunday,context_environment,0.39072114
iicense,appearance_style,0.39037603
00s,age_era,0.3903498
cornered,evaluation,0.390173
united,condition_functionality,0.39015335
reminisces,age_era,0.39007357
recognizing,evaluation,0.38978842
clunker,context_environment,0.38976842
camino,appearance_style,0.3897547
unbalanced,condition_functionality,0.38967597
tinting,appearance_style,0.3895738
speakers,context_environment,0.3888949
marketed,condition_functionality,0.3888712
french,appearance_style,0.3886831
frontwards,condition_functionality,0.3886751
pointing,context_environment,0.38858503
palm,context_environment,0.38835052
try,evaluation,0.38833106
symmetrical,evaluation,0.38827515
braking,condition_functionality,0.3880216
backgroud,condition_functionality,0.38787904
challenger,condition_functionality,0.38782817
harmonious,condition_functionality,0.38763067
sort,condition_functionality,0.38745108
renault,context_environment,0.3872763
accord,context_environment,0.38704422
sorts,evaluation,0.38685971
theres,evaluation,0.38682997
alloy,appearance_style,0.38667718
roommate,context_environment,0.38662392
consumers,condition_functionality,0.3864852
gibberish,condition_functionality,0.38637567
lol,evaluation,0.38635403
ready,appearance_style,0.386348
contains,condition_functionality,0.38626847
lexus,condition_functionality,0.38588834
infront,context_environment,0.3856544
license,context_environment,0.3849672
loke,context_environment,0.38496265
martin,appearance_style,0.38460532
weekends,context_environment,0.38451803
coup,evaluation,0.38450247
disk,condition_functionality,0.38396642
dray,condition_functionality,0.38391763
france,context_environment,0.38389888
inch,condition_functionality,0.3837138
squished,condition_functionality,0.38364798
ths,evaluation,0.3834641
thousand,condition_functionality,0.38343793
scuffed,evaluation,0.3830376
should,condition_functionality,0.38302732
purity,condition_functionality,0.38244706
businessman,condition_functionality,0.3824088
mpg,condition_functionality,0.38234156
acts,condition_functionality,0.38217723
roadsetting,context_environment,0.3820963
studabaker,condition_functionality,0.38185406
seddan,condition_functionality,0.38182318
intersection,context_environment,0.38169545
us,context_environment,0.3810634
fatter,condition_functionality,0.38103044
royal,appearance_style,0.38063675
meaning,condition_functionality,0.38023278
except,evaluation,0.3791933
elongated,evaluation,0.37907118
mentioning,evaluation,0.37903875
thiis,evaluation,0.37901598
poles,context_environment,0.37876183
pontiacacura,appearance_style,0.37855572
coupe,context_environment,0.3780264
traditional,evaluation,0.3779459
pattern,context_environment,0.3777878
grandfathers,age_era,0.3777272
england,context_environment,0.37759575
edges,evaluation,0.37733716
sit,context_environment,0.37720388
particularly,evaluation,0.37686408
hubcaps,context_environment,0.37634003
jag,condition_functionality,0.37625092
numbers,condition_functionality,0.37605852
everyones,evaluation,0.3756189
sure,evaluation,0.37544748
scratches,context_environment,0.37542784
distances,context_environment,0.37540692
commuting,context_environment,0.37493503
utilitarian,condition_functionality,0.3747902
appeals,condition_functionality,0.37469715
scuff,condition_functionality,0.374646
permiate,condition_functionality,0.37462285
conversation,condition_functionality,0.37441963
peppy,condition_functionality,0.37396458
amusements,evaluation,0.37350535
daysbut,age_era,0.37337416
suburu,context_environment,0.3730534
contoured,context_environment,0.3730349
cancer,condition_functionality,0.3726885
thousands,context_environment,0.37267524
designs,evaluation,0.372538
may,condition_functionality,0.372301
reflections,context_environment,0.3720353
doom,appearance_style,0.3717181
peoples,context_environment,0.37151596
transport,condition_functionality,0.37139046
paneling,context_environment,0.3708101
streamline,context_environment,0.37043625
boomer,age_era,0.37004125
setting,condition_functionality,0.3697927
would,condition_functionality,0.36963308
probably,evaluation,0.36961836
handles,condition_functionality,0.36952484
minimalist,condition_functionality,0.3687869
sititng,condition_functionality,0.36857885
especially,evaluation,0.36837307
pop-up,age_era,0.3683526
mini-suv,context_environment,0.3683269
overcast,context_environment,0.36827013
scoop,condition_functionality,0.36751
client,condition_functionality,0.36740214
mis-matched,evaluation,0.3673352
weather,context_environment,0.36732936
crv,condition_functionality,0.36728573
misshapen,evaluation,0.36658156
trident,condition_functionality,0.366505
spoiler,evaluation,0.36607262
modeled,evaluation,0.36604318
sustainable,context_environment,0.36584893
ayne,evaluation,0.36578718
suggest,evaluation,0.36519432
executive,condition_functionality,0.3648743
cross-over,condition_functionality,0.36486945
nobody,evaluation,0.36470935
nova,context_environment,0.363235
amc,context_environment,0.3630079
shinny,condition_functionality,0.36248642
cost,condition_functionality,0.3624316
realm,evaluation,0.3616544
